Numero	ID	Grupo
132	07vdl2ksq3	1
133	07xzdv7v8n	2
134	0806z7trwl	0
135	081hg88uyw	1
136	0822dgbe5u	1
137	084576euim	1
138	08aftgs7ew	0
139	08b8p068wh	2
140	08clif8gvx	1
141	08fi082ch6	1
142	08gbnj0h13	1
143	08gukftlc5	2
144	08kx4pqoih	1
145	08omhc3ic4	1
146	08q6w8ct18	1
147	08qeqqp6li	2
148	08tkjxpyc7	1
149	08u5ahw8gl	1
150	08upsqg4uv	1
151	08vbg0ebcq	1
152	08zn7yrfac	1
153	0900278qas	1
154	091tr8kfd2	1
155	09305vitud	1
156	0940ozm46m	2
157	096h51u6zi	1
158	097z8n5xc8	1
159	0996tnqw4w	1
160	099n90vunc	1
161	09cmwgn2qi	0
162	09dgwsr8s6	1
163	09f893syzc	1
164	09gxpft9ol	1
165	09h105tth5	1
166	09myx3kzfp	1
167	09ovhrpl90	2
168	09sta2n33z	1
169	09t83i1jcn	1
170	09u4hr90w8	1
171	09vmak1f1a	1
172	09w4e5rugk	1
173	0a0yi5n9er	1
174	0a348m0yba	1
175	0a6oypwxv9	1
176	0a6z3fc0bj	1
177	0acxnwiuig	1
178	0aefglbf72	1
179	0afi3upa61	1
180	0ahiqxwwio	1
181	0ajdbp5orf	1
182	0am2y4zpus	1
183	0anj4wslsx	1
184	0ao1k7kj1t	1
185	0aoa1guw1t	1
186	0ar0xi9ujt	1
187	0awc3ykd6e	1
188	0awm11f7u1	2
189	0awvleens1	1
190	0axhxz1wuv	1
191	0aym8i45if	0
192	0az9e13aep	1
193	0azezw1b7z	1
194	0azthr8rfd	2
195	0b0b7qtpjn	0
196	0b1m3rinns	1
197	0b1ptvklc8	1
198	0b1twtz73a	1
199	0b2095gcmh	1
200	0b3uvzfa44	1
201	0batyyvsfs	1
202	0bd1rwlfr7	1
203	0bditojwfe	1
204	0bi8b5q0f4	1
205	0bijp49oaj	1
206	0bmv37869s	1
207	0bp6k127j9	1
208	0bv1o2sorj	1
209	0bvvr8zx57	1
210	0bwo43nwbt	1
211	0by3t9a4v8	2
212	0bzjkyokmt	0
213	0c30n6n9x0	0
214	0c3mq97367	1
215	0c703kb6fz	1
216	0c7xxzqj9k	1
217	0cb14bs193	1
218	0cbodtnodk	1
219	0cbp0in9ew	1
220	0cdf1tkxzy	1
221	0cfvvstr65	1
222	0ch6i4isuo	1
223	0ch6tgcdxd	0
224	0chd9fr9gn	1
225	0cjfnw7xn2	1
226	0ck0bjus88	1
227	0ck0fdzw12	1
228	0co6s86hgb	2
229	0crbllays5	0
230	0cupa475k4	1
231	0cvlzp25ke	1
232	0cy56unpvk	1
233	0d1984luov	1
234	0d218f6kb7	0
235	0d3acbea8x	1
236	0d5otcfqld	1
237	0d5vybwfbk	1
238	0d6b1mhn8l	1
239	0d6ht43u0q	1
240	0de25mri9t	1
241	0dg5h6860z	1
242	0diiozk5hx	1
243	0dikxapo7h	1
244	0dj3kp79ao	1
245	0dl4kd1e1v	1
246	0dl6vmi4jx	1
247	0donfvguzg	1
248	0dr2c4os86	1
249	0dudvax1ew	0
250	0dxmjvp0lq	1
251	0dzm3e7pix	1
252	0e7ogk1gos	1
253	0e9370tkdz	1
254	0een3e1irq	2
255	0egfgfln58	1
256	0ekarob8yx	1
257	0ersaea9fg	0
258	0es5ojukfg	1
259	0es86pgau1	0
260	0et252bz38	1
261	0ev18cvshw	0
262	0evzwsfwzw	1
263	0ew4zsd3g8	1
264	0ezvrtvj56	1
265	0f2kmfxlj0	1
266	0f3q9q00qu	1
267	0f5ljbs9q9	0
268	0f5nkcnnmu	1
269	0f69ebol95	1
270	0fa03k5hjz	1
271	0fj1fam5b8	1
272	0fk4gav3of	1
273	0flod0reww	1
274	0ft9dcl4im	1
275	0fvgxe40ur	1
276	0fwpmwrbqq	1
277	0fynrh9p5j	1
278	0fzv6btfv6	2
279	0g0ue31ype	0
280	0g29luut1p	0
281	0g5824drtz	1
282	0g7ieoihsq	1
283	0g7jw7t736	1
284	0g9fd9vlra	1
285	0ga6e0f8o2	1
286	0gbnxc2cut	1
287	0gc8r5idj4	1
288	0gck7wadcb	1
289	0gclg50yp4	1
290	0gilqbvzge	1
291	0gls10dle8	1
292	0gltlihx1h	2
293	0gm2mbaeiz	1
294	0gmj81s86k	1
295	0gpc3mkbtz	0
296	0gpgyr26kj	1
297	0gqrqo5ujf	1
298	0gtpdlq0e2	1
299	0gwnjqum9m	1
300	0gyxhfpm4o	1
301	0gz2ojpnx4	1
302	0h215ef2b7	1
303	0h37ddhqlx	1
304	0h5gee5ywk	1
305	0haf9shuch	1
306	0hc1c58f3h	1
307	0hd0eohy12	1
308	0hdag3o95q	1
309	0he4zj6e3k	1
310	0hf2mjimt4	1
311	0hf9t6fhk7	0
312	0hiz56zwb3	1
313	0hjgwawx6v	1
314	0hjoc5q8nf	1
315	0hkhnjzu20	1
316	0hkq1qe0qy	1
317	0hlvffb8nu	1
318	0hn42ptj7k	1
319	0hs43eb23m	1
320	0hw05n7do2	1
321	0hw551qn1f	1
322	0i1zrlukth	1
323	0i4gd98n7g	1
324	0i76s16ckg	1
325	0ic0cjlrgk	1
326	0icc8vp2a2	1
327	0ie89l76uw	1
328	0ieq59zthj	1
329	0ijt6hocas	0
330	0im2o4x1do	1
331	0inke54emy	1
332	0ipp5hvkng	0
333	0iswb4ihcr	1
334	0itapyaoax	1
335	0iumt4h1qj	1
336	0iushn7gem	1
337	0iv4663t11	1
338	0ivp4a4wzq	1
339	0iz8gejdqx	1
340	0iza3m1p67	1
341	0j0feiai7y	1
342	0j25hiibyg	1
343	0j3jw53lp2	1
344	0j4edyipww	0
345	0j50q5mgq1	1
346	0j80pcla3s	1
347	0j93c0b70z	1
348	0j9gqnyvi4	1
349	0jaufloevx	1
350	0jbvzvr5am	1
351	0jc8gbolog	1
352	0jef6yolao	0
353	0jeidovz97	1
354	0jemcbancn	1
355	0jenyj3cgx	1
356	0jergdu9jv	1
357	0jfivldfl6	1
358	0jjq63e6h1	1
359	0jl6dtyzyu	1
360	0jllvidbue	1
361	0jmxjmkq4v	1
362	0jpzdeh4x6	1
363	0jq7pe0cb9	1
364	0jsupbitka	1
365	0ju9drp1w7	1
366	0juw7ijgso	1
367	0jw5cmv10m	1
368	0k26r3mir0	1
369	0k7ii7ysrp	1
370	0k84mpqsj5	2
371	0k9eckjoem	1
372	0kdaqq9er0	1
373	0kfqx91tux	1
374	0kg1e3txl2	1
375	0kj6w88xa2	1
376	0kjr9gownx	1
377	0kkm3p9h6y	1
378	0kko7lij5o	1
379	0kkvqyjxpc	0
380	0kkyvdptwf	1
381	0koif9zq8t	1
382	0kp5yqtp4u	1
383	0kp9jo2ffe	1
384	0ksg9klos1	1
385	0ktd7mkrj3	0
386	0kx56ctxbc	2
387	0kzdud7zb7	1
388	0l0c7j3r0h	0
389	0l1gvzm6hl	1
390	0l461nxs9e	1
391	0l5qnc5cr8	1
392	0l8mzrkwlj	1
393	0lbbskvlel	1
394	0lbc1mjaoy	2
395	0le0tm9bvl	1
396	0leak62ex0	0
397	0lf275erja	1
398	0lfm9i603g	1
399	0lg8sgeehh	1
400	0lgtlwhe1m	1
401	0lhaavtfk8	1
402	0ligxfzckb	1
403	0lkbm4y440	1
404	0lm85itv7p	1
405	0lp01xik67	1
406	0lpwyldb20	1
407	0luqmdtdj3	1
408	0lxdnpl7ku	1
409	0lzeeex4m2	1
410	0m0f0qbqnb	0
411	0m0i40ksx0	1
412	0m0tu0twq8	1
413	0m18zx9bvp	1
414	0m424u8man	1
415	0m85oxlae4	1
416	0mcc3pkgdi	1
417	0mdom8icey	1
418	0merdblxeb	1
419	0mg5xi9ahe	1
420	0mghcg4y1s	0
421	0mi8c4ptgv	1
422	0mj2n4z537	1
423	0mma7cne0d	0
424	0mmx5tp8l8	1
425	0mncva4ge2	0
426	0mobb0d90h	2
427	0mrh3yi31i	2
428	0mv4fl4nnz	1
429	0mxgyj26ld	1
430	0myopkoqkf	1
431	0mz4757sl1	1
432	0mzo20jwho	1
433	0n2ofirwpm	1
434	0n3k1nsm66	1
435	0n3pkp4kt3	1
436	0nby31atfq	1
437	0negn510zr	1
438	0nkj43s838	1
439	0nma7v1hic	0
440	0nmc5krsvw	1
441	0npb6jqlvo	1
442	0nqi6u23zz	2
443	0nrz1cuc1l	1
444	0nscqpk7x6	1
445	0nwm4g08w0	1
446	0o0allpgxp	1
447	0o2c1u3rt7	1
448	0o2oradsv9	0
449	0o6pyc628k	1
450	0ob2wtvghh	1
451	0obswtq5to	2
452	0oh1s3mmb1	1
453	0oj2te3s4i	1
454	0ok32grpyi	1
455	0om2s4pmqr	1
456	0on008indy	1
457	0oo7qfbu5q	1
458	0or7kf5shm	1
459	0orvvjcia6	1
460	0orzkvxklq	1
461	0ou85plv7m	2
462	0ouk0jej3f	1
463	0oxs2lnoa1	1
464	0ozjmb6267	0
465	0p3nygn74z	1
466	0p4qjholas	1
467	0p5wd63akg	1
468	0p7ql907j7	1
469	0p870y1flf	1
470	0paklsy5y5	1
471	0pfydqddgm	1
472	0pgd8mp7s7	2
473	0phjzz9mge	1
474	0pkrlivsgs	1
475	0pmlubwhmr	1
476	0poudi3s0b	2
477	0psrsoevc0	1
478	0pu90qiug5	0
479	0pv245yi1a	1
480	0pvgsmp2bp	1
481	0pw0pppi0d	1
482	0pwhce0n9t	1
483	0py76n1g8e	0
484	0q46mepybc	1
485	0q4l8wsnkh	1
486	0q4ma1yq5p	1
487	0q7luv4uf6	1
488	0q949eqv5l	1
489	0qakvuwi5g	1
490	0qcmxxr9c0	1
491	0qctq1ggjc	1
492	0qe2bk4ur0	1
493	0qeblzgflq	1
494	0qf3my5z3t	1
495	0qigcih8pt	1
496	0qii7ajmdo	1
497	0qk9kroco4	1
498	0qllaeyssj	0
499	0qneuyilmt	1
500	0qsj9fui4z	0
501	0quw5rfbct	1
502	0r04ylsfbw	1
503	0r3z1ygwln	1
504	0r9vxhde9r	1
505	0rdw121zuu	1
506	0rff9l29lq	1
507	0rfsnkwvos	1
508	0ri8wbb5s2	1
509	0rl2uz2fyd	1
510	0rozn8gcwt	1
511	0rptg934h1	1
512	0rptya1pfb	1
513	0rqxzt634u	1
514	0ruqno12rt	1
515	0ruy5wn1oi	1
516	0rzjgnl9wu	1
517	0rznciavs4	1
518	0s0821epgi	1
519	0s4hhmwuw4	1
520	0s5rjw7eeg	1
521	0s7aihiz1m	1
522	0s7hm0xgus	1
523	0s8o8ram37	0
524	0s923djbe8	1
525	0s9aro0fbb	1
526	0sc0ssd6fc	1
527	0scnes5gq2	1
528	0scti3n4ep	1
529	0sd24r57ky	1
530	0sdd1z92v2	1
531	0sezvn81xj	1
532	0sfbdhaac5	1
533	0sfbsqsppn	1
534	0sgj693nzn	0
535	0sidj98res	1
536	0skgvbpdif	1
537	0slu8zfypk	1
538	0snklr5w5t	2
539	0soqyiduno	1
540	0sqq0bxjrv	1
541	0swmhyye3v	0
542	0sx558vxc3	0
543	0szfo2jueh	1
544	0szxk1lt8t	1
545	0t8lp1acbh	1
546	0t9qxlq5a5	1
547	0tavwhnjua	1
548	0tcuhtqooj	2
549	0tdau77d9a	0
550	0teb2f9sxu	1
551	0tgasvhj3j	1
552	0thzmpxuvz	1
553	0tijo3vcjr	1
554	0tiqwh4ui7	1
555	0tjsv1x3kb	1
556	0tmb6do3ck	0
557	0tnvgenlxy	1
558	0ttyzl0taw	0
559	0txt57kyhw	2
560	0u95fp4mkc	0
561	0ughb0zhl1	2
562	0uhbm474s3	1
563	0ujtt3amlx	1
564	0umnt2ox32	1
565	0uq8oxaiow	1
566	0uuyk6lyqh	1
567	0uvr52u0cd	1
568	0uw74d8nsm	1
569	0uwh27do7e	1
570	0v0gh6t3ed	0
571	0v1hsyugxr	1
572	0v5n0tlr9j	1
573	0vatu6fdyl	0
574	0vax8x1r3b	1
575	0vcgp1r00u	2
576	0ve4ie6r39	1
577	0vfskb45bb	1
578	0vgu0axalf	1
579	0vli0pei24	1
580	0vmfxubybb	1
581	0vowmbr7ad	0
582	0vrykfb99k	1
583	0vsovbw3p4	1
584	0vvgqvt171	1
585	0vxb3lw7t5	1
586	0vymx8gj52	1
587	0w0bu8yak8	1
588	0w30kfo8k7	1
589	0w36ileon5	1
590	0w4a7bhjfi	1
591	0w73kgrd38	2
592	0wdd1oij6n	1
593	0wdf0h5vdz	1
594	0whmz7qb85	1
595	0wjiepoly2	1
596	0wm19mwhy9	0
597	0wr5528oxd	1
598	0ws2yee5ye	1
599	0wse6xjux8	1
600	0wtbbwcyc4	1
601	0wwnw23qje	1
602	0x062riy0f	1
603	0x0pi6kusj	1
604	0x0u8aaqms	0
605	0x3v8rue3f	1
606	0x5s0wts5v	1
607	0x6gix8t1h	1
608	0x9efnxifm	1
609	0xazdb6f5x	1
610	0xcc57ubyu	1
611	0xm7q8ghzl	1
612	0xp56v2e6s	1
613	0xujr1djug	1
614	0xvq8o8bdr	1
615	0xxpv67nxi	1
616	0xyjcx4opq	1
617	0y37x9y9sp	1
618	0y381k04if	0
619	0y394m4h08	1
620	0ybwmscdyo	1
621	0yd0bxxs38	1
622	0yfsn2qtzx	1
623	0yg2ivlkf4	1
624	0ygudhsny5	1
625	0ykbtf75hv	0
626	0yl4fsojez	2
627	0yo3sjndf1	1
628	0yp4h5k7yw	1
629	0ypecu6dh7	1
630	0ytin2w0sn	1
631	0yubmo7ki2	1
632	0yw97s65co	2
633	0yx3fx5xin	1
634	0yx5nhar5s	1
635	0yxejtzxx8	1
636	0z0gmgc0t8	0
637	0z1ckouz6v	1
638	0z1f9j4r29	1
639	0z2qzf8fjz	1
640	0z4sw4jqxe	1
641	0z4zvzrs9y	1
642	0z6norzxme	1
643	0z881s9hoa	1
644	0z8hb0ghan	1
645	0zb25bmou9	1
646	0zbnv66ulj	0
647	0zhz04b9bn	1
648	0zi18l49a1	1
649	0zjj0b6jfq	1
650	0zltwue43l	1
651	0zmnq28r98	1
652	0znmlmqi9e	1
653	0zpsulr6yj	1
654	0zuzqp77za	1
655	0zzxn1gr5d	1
656	101bxmf7qt	1
657	103vrchigu	1
658	105kxznla0	1
659	107gtbgw9i	1
660	1091za8am0	1
661	109sllwcec	1
662	10bt6c5e8i	0
663	10c1zp9r3c	1
664	10e3dz5oh4	1
665	10ejmdu4uz	1
666	10eq9hhvqj	1
667	10ia8iv9rc	1
668	10ibzmaqlj	1
669	10kjk4dvhn	1
670	10m2b0f72d	1
671	10ozty52rl	1
672	10p4wynauo	1
673	10pn8d02sx	1
674	10pnfxyqwp	1
675	10psbi1o84	1
676	10u9e88mjn	0
677	10xw2ipz7e	1
678	10znub4jxi	1
679	10zq2u4jsg	1
680	1133ewigrc	1
681	114og84bkj	1
682	1158jj5z1t	2
683	117h1y7yqh	1
684	117w7lc2wl	0
685	11b90ye2nk	1
686	11kk4xuk5v	1
687	11kpjxindg	0
688	11oivkkxo4	1
689	11r3ktinll	2
690	11rogxfuvi	1
691	11s4n279rz	2
692	11t2gm571h	1
693	11vzxap81p	0
694	11w8rlpuon	1
695	11xkshzmk5	1
696	11zoenebhd	1
697	11zr03m3nl	1
698	128tzbnqm9	1
699	12cfhk1m5n	2
700	12d3g2of53	1
701	12hajklzpf	1
702	12jdgwwmr5	1
703	12knwr6h9f	1
704	12nm48jdqa	1
705	12ocfjmisg	1
706	12qmd2ylq2	1
707	12qucpnuxn	1
708	12s59vmpe6	1
709	12srpfkrfj	1
710	12tqtnnuvc	1
711	12um9htxo4	1
712	12wr1qcj1h	1
713	136jmwn99d	1
714	137teb7g1f	1
715	13ayu8afn8	1
716	13e4v2el89	0
717	13gllxtjsa	1
718	13h14ixvvh	1
719	13iz5r2upb	1
720	13j4xlijag	1
721	13kob6uqd0	1
722	13lfycpdzj	0
723	13o9rhynv5	0
724	13qarh433c	1
725	13r1ignri0	1
726	13royl4f76	1
727	13sac8four	1
728	13ucb2omjy	1
729	13ugas242w	1
730	13vnhw6uzb	2
731	140ygdwjiv	1
732	1415d4dpp0	1
733	141sfyydeh	2
734	1457s40dfs	1
735	149m2aujup	1
736	14avsgkjj8	1
737	14bhl12g4r	1
738	14bxq6vza6	1
739	14df2e0ori	2
740	14di8qe79i	1
741	14et8997rh	1
742	14gg9x7au2	2
743	14h7ommnkf	1
744	14hz1vojnl	1
745	14jellbcri	0
746	14k5dx8wbm	1
747	14k66ejjc7	1
748	14miolir6s	1
749	14nisr3amw	1
750	14p0mfl6b0	0
751	14pbon6egx	1
752	14ph8x1swz	1
753	14qhlvhr6d	1
754	14sdz300yx	1
755	14tzgdgyd1	1
756	150031bi6p	1
757	150wm404no	1
758	153ji8yx1d	1
759	1566tk8hzj	1
760	156ascgj2k	0
761	157cjvjk9o	1
762	158rxf5f10	2
763	15aexxbx0h	0
764	15aj5a3yqo	1
765	15ba9o4rt9	1
766	15dydo8fg9	1
767	15e1jbvkgz	1
768	15f6mdlnmn	1
769	15hb41c5lj	1
770	15i9ksvmjp	1
771	15iq2816wh	0
772	15jo5d0t2r	1
773	15n4y11ftv	1
774	15rn675iq6	0
775	15wxfpwbyo	1
776	15x328whsf	1
777	15xqdiuyrb	1
778	160o13mri3	1
779	160zi80uw1	1
780	162p36cwy2	2
781	1645ua3ud7	1
782	164sdjaddh	1
783	168b0l7cm7	0
784	16apy7aqm8	1
785	16cofpux76	1
786	16dc6170xy	0
787	16dk24v95t	1
788	16e73fvzt3	1
789	16fewfz0k8	2
790	16hts82htv	1
791	16ngjv0ydv	1
792	16p1nqc0v4	2
793	16psorz1ou	1
794	16tvuha7cl	1
795	16yq6t6myq	2
796	1715njsabl	1
797	171uztfjh4	2
798	172uezli20	0
799	175tkz7gh4	1
800	17chreeroa	1
801	17ebl2ik9r	1
802	17eiv81xn9	1
803	17kglj6vm3	1
804	17lg6ksjc5	1
805	17qipbiob6	1
806	17xpmdvvw1	0
807	17ya5d1xfs	1
808	17zxtmwyrf	0
809	180mf8ladw	0
810	181mzhloxn	1
811	184sarx929	1
812	187e5ba80m	1
813	189xjlagkl	2
814	18caw1xkx8	1
815	18e5l8a0tz	1
816	18f97w5uwi	1
817	18g7gss5n9	1
818	18k9zx2dkh	1
819	18md40mvy1	1
820	18tb2j290c	1
821	18vr37g82q	0
822	196uc5msgv	0
823	19eotsxvzu	1
824	19fqzzk5xa	1
825	19hnz5d3gl	0
826	19iftusfnd	1
827	19lh74i1q9	1
828	19nwe0lmrp	1
829	19qh0ydfgo	1
830	19qvigwhko	1
831	19rogxjlit	1
832	19ts285smv	1
833	19xbhb4zcm	1
834	19zf3v5q2g	1
835	1a077knxoj	1
836	1a3h83qivp	2
837	1a66plcydv	1
838	1a7nbb8682	1
839	1a7vq8ps24	1
840	1a92vaobze	1
841	1a9379ilb3	0
842	1aahotk9ny	1
843	1abn2g3q85	1
844	1abrke75l9	0
845	1acq3s1gvk	1
846	1ad7kwi15o	1
847	1ag80j1fxq	1
848	1ah78c9a8z	0
849	1ahpouh8mn	1
850	1aitcirwo7	1
851	1atoxkwf0j	1
852	1avqnjkd4b	1
853	1ax0w5thkg	1
854	1axyw1d79a	1
855	1ayke21mfq	1
856	1b3ekljlvo	1
857	1b422njste	0
858	1b4ncox9rz	1
859	1b6jb8i0r6	0
860	1b9d2cyf2z	1
861	1baz8ac98j	0
862	1bb6e4cd6m	2
863	1bcpz4fmg3	1
864	1bek9xyzmh	1
865	1bivw2edvj	0
866	1bl7yu186g	1
867	1blvdkpmjx	2
868	1bwtrv5f1t	1
869	1bycr201th	1
870	1c2rml8hbs	1
871	1c4ccp0tq4	1
872	1c84juoz9l	1
873	1cb5p900q5	1
874	1cehv6jo8j	2
875	1cg45i6we8	1
876	1cn7uz9lif	1
877	1cng0i8rsz	1
878	1cuhb2eccc	1
879	1cx1gzmp0u	1
880	1d1d3pwbjf	1
881	1d4ql28cae	1
882	1d50jzcvm9	1
883	1d70j6a7w9	2
884	1d97i5g21q	1
885	1da34g5p79	1
886	1dbgvs4xby	1
887	1dbwptu74o	1
888	1dfmf8dsjw	2
889	1dgbmok5xx	0
890	1dnm7stzwe	1
891	1dop7w7i6c	1
892	1doyyobk9s	1
893	1dry814c51	0
894	1dsalauuwv	2
895	1dvgg5vpud	0
896	1dxxdkrsxv	1
897	1dytbqeqc6	1
898	1e71s11u3h	0
899	1e9w0qb0x6	1
900	1ee9251p2q	2
901	1eeuj1ovfb	1
902	1ekinofx4g	1
903	1eol4r4tjk	1
904	1epi98rjf8	1
905	1eqror9dbc	2
906	1esoacu6p8	1
907	1etnmqfoj9	1
908	1evzj1fvji	1
909	1eww1qv6zm	1
910	1f0shqa5wc	0
911	1f3w002icn	1
912	1f4v7lr16t	1
913	1f71uztolo	1
914	1f7cyhs8yu	0
915	1f8empz57p	1
916	1facjpuxnv	1
917	1fdgjlpbte	1
918	1fdvffrk64	1
919	1fekvbdhi5	0
920	1fh4x02vvq	1
921	1fh64w6xi7	1
922	1fh9qbdlk7	2
923	1firj51hkt	1
924	1fitkyiegb	1
925	1fki8hvlu8	2
926	1fm7yk29b0	1
927	1fnizbalrc	2
928	1fqwsam1dw	1
929	1fsg34jzfn	1
930	1ftdwsjv3j	1
931	1fv53eqxuv	2
932	1fvclnpx14	1
933	1fvjvdxhmz	1
934	1fwyfqera3	1
935	1fyl5xrwxw	1
936	1fyzx4vvgy	2
937	1fznrt1sxf	1
938	1g18fjgi2m	1
939	1g19lpvnq2	1
940	1g2plo3lmt	1
941	1g2sqzrif9	1
942	1g3qggh26k	1
943	1g7vsn7b7l	0
944	1g85ex10yu	0
945	1gbn3aslxe	1
946	1gceyei6gi	1
947	1gcnp2htnj	1
948	1gddfpz4lj	1
949	1ge0sxlaxj	1
950	1gfm0wyczc	1
951	1gjnvjkp44	2
952	1gklgth6be	1
953	1glbeo3qb6	1
954	1gmrlpczp5	1
955	1gudqyz5de	1
956	1gxr1s4k4p	1
957	1h0ujceggs	1
958	1h2c3fv2nq	1
959	1h2v348ado	1
960	1h35q3mt4b	1
961	1h4ughstd3	1
962	1h59r4kbhu	1
963	1h6bgnh9m5	1
964	1ha4nm70hw	1
965	1hb9q42ekw	1
966	1hby5pcndb	0
967	1hdn513vzt	1
968	1hfbgw4knz	1
969	1hh87ktkx7	1
970	1hhbes2wul	0
971	1hipre2c1w	1
972	1hpm50qpgb	0
973	1hr9x2eu7t	1
974	1hrm1ld1kc	1
975	1hu5mjtlkf	1
976	1hzan7lq99	1
977	1i0d3uv95x	1
978	1i2s3h7oiy	0
979	1i4wbm9368	1
980	1ib1itzox6	1
981	1idsye07dw	1
982	1ieijeb0i5	1
983	1ifxr0j4ex	1
984	1ig6dxbgrv	1
985	1imemnsayy	2
986	1iocli7aiw	1
987	1isteen9mx	1
988	1iueh850iw	1
989	1ixemttpzi	1
990	1j2cu71es1	1
991	1j9rdv5kv7	0
992	1jcs8mm90b	1
993	1jdajyho15	1
994	1jfmd54dot	1
995	1jfpit92r4	1
996	1jgb564rcu	2
997	1jgk418xm9	1
998	1jgvvrldz7	1
999	1jipxei3bg	1
1000	1jjyo51vo2	1
1001	1jmbu63s82	1
1002	1jmpgngx8c	1
1003	1jp2fwhwnj	0
1004	1jrbqtpaup	1
1005	1jsjfp8s7r	1
1006	1jwa6tv0p0	0
1007	1jwdtqrm3z	1
1008	1jzsxwj5ul	1
1009	1k8424retq	0
1010	1k9bpzytxs	1
1011	1kc5uhld53	1
1012	1keldu5uqp	1
1013	1kfcy5ap89	0
1014	1kihlikyz2	1
1015	1kjwx9p1qn	1
1016	1ktjt53oaz	1
1017	1l0ex5ukuw	0
1018	1l0qpvd218	1
1019	1l1oq3mvy5	1
1020	1l1reeo79t	1
1021	1l2gystonk	2
1022	1l2ntfoal2	2
1023	1l65nqwtxs	1
1024	1lbcldv3xd	1
1025	1lbpdoc1g6	1
1026	1lfjcw4qw2	2
1027	1lfxisgzq4	1
1028	1ljtlsgyph	1
1029	1lox83p90z	1
1030	1lqc712a7q	1
1031	1lucmkmlgv	1
1032	1luxmmup88	1
1033	1lvyvyl7ez	1
1034	1lx5vsg5ge	1
1035	1lxznus1p7	1
1036	1ly6hicycy	1
1037	1m2src85ka	1
1038	1m3k569f32	1
1039	1m40vsryax	1
1040	1m4ub9mrox	1
1041	1m5j0thib1	1
1042	1m5nj697lt	1
1043	1m659ua9ao	0
1044	1m7hrof3my	1
1045	1maiox8wfr	1
1046	1mczktey3h	1
1047	1mhy0lo18s	1
1048	1miheh3f64	1
