32. 020qjhjqe8	[-49.88436044   1.65014401  -0.23297758]
33. 021hmh1f5i	[-50.88059331   2.64415286   0.77670875]
34. 024ata8x3d	[-47.91785789  10.65801578   0.76256951]
35. 0262vs5rv9	[-50.85646917  -4.35443795  -0.23281822]
36. 02708gikhn	[ 120.17660232   -1.5669022     4.34081281]
37. 0291diw5cw	[-51.02726378  30.64647974  -1.18496829]
38. 02ba36r0nc	[-47.00052071  26.663808    -0.22389284]
39. 02c9qrqjjj	[-20.85600214  -8.21217119  -2.48889277]
40. 02ce32w92h	[-46.94482964  14.66394843  -0.24028624]
41. 02gffb0lmn	[-50.84810685  -4.35576523   0.76714593]
42. 02havb7pzy	[-49.88436044   1.65014401  -0.23297758]
43. 02j4ylsh0c	[ 130.17798404   -5.51767904    2.25185944]
44. 02tptrizx7	[-49.90944739   1.65412584  -3.23287004]
45. 02xa1emuaf	[ 269.11961401   -0.86576371   -2.90402494]
46. 0310kb1tb0	[-45.06466556  38.67429921  -1.22417571]
47. 031t8x9lia	[-42.85591551  -6.31586983  -1.30236308]
48. 033qwzzv1o	[ 100.03176607   24.34373176    1.54356057]
49. 0375vz017c	[-50.89267702   1.64681911  -1.22458568]
50. 039664pl26	[-50.85371058 -10.35038591  -3.24090739]
51. 039ejh5uei	[-50.84438546  -3.3571042    1.7684762 ]
52. 039wokuc77	[-45.8780634   -3.3285342   -2.27316071]
53. 03dv6xhyqj	[-38.84681661  -8.29723771  -1.33851955]
54. 03elnptx6z	[-50.97897221  25.64255643   1.80809359]
55. 03f1zxtzk0	[-18.92566417  15.79021594   2.52700268]
56. 03f8wbfd66	[-39.95071023  17.69515131   0.70528385]
57. 03fu4odod3	[-39.90618334   2.69930866  -2.31510036]
58. 03fu6zodma	[-50.90476073   0.64948536  -3.2258801 ]
59. 03j27kl1xn	[-42.90976753   1.6866911   -3.29136246]
60. 03jbozytmd	[ 59.15706375  -7.84265133  -1.1574492 ]
61. 03kvrukcp2	[-50.91680116   8.64540992  -0.2150587 ]
62. 03n7soui00	[-50.83698595 -10.35304046  -1.24097908]
63. 03nheise4m	[ 40.15145272  -2.93375581   1.00807481]
64. 03p4y7n05u	[-45.98016369  18.67120835  -2.24310614]
65. 03p56fu0af	[-49.8713572    0.64882844   0.76562046]
66. 03qptb1u93	[-50.87039194  -1.35447306  -0.22871987]
67. 03qtkpnx47	[-49.92520921   8.65138937  -1.22337892]
68. 03yyerv2a0	[-41.82251198  -6.31652675   2.68913747]
69. 043jwvzwxy	[-44.8613845   -3.32653657  -0.28158846]
70. 044j7dp3sz	[-46.83620608  -3.33982276   2.73501612]
71. 0466lq65dq	[-47.85940824  -7.33779176  -2.26191306]
72. 04atg7t0xx	[-39.83192858 -13.3005041   -2.33695823]
73. 04bzkdej2v	[-36.8775122    3.7079444    1.66105419]
74. 04d68cd73s	[ 104.14576714    3.35993168    3.48137619]
75. 04e76b64iz	[ 77.16556566  -0.76563037   3.70152532]
76. 04echiiv9f	[ 8.1445539  -3.0812983   0.27550456]
77. 04esjoutcq	[  4.20042791 -15.09976659   0.29253539]
78. 04ge0i584t	[-48.93545632  12.65466747  -0.22630636]
79. 04h7v1ynp5	[ 241.10044854   -1.99203123   -5.67131386]
80. 04kd9afiil	[ 219.14602487   -8.09696353   -3.49574895]
81. 04kwlgm6ke	[-48.96518419  13.65863759  -3.2248327 ]
82. 04pd5hw6wn	[-49.84259214  -7.34975066  -0.24527263]
83. 04wc90871z	[-48.88160431   4.65210654   1.76269302]
84. 04xzadyw81	[-39.93122701  11.69654879  -0.302877  ]
85. 055texouzb	[-50.84902638  -2.35711591   1.76984232]
86. 056qnsw0nz	[-48.83335602  -9.34507508  -0.25636092]
87. 058h6gp2af	[ 1.10586432 -0.10991684 -2.66179714]
88. 059polzs34	[-47.82876084 -10.3404112   -0.2660831 ]
89. 05ai1t9fa2	[-50.90471745   9.64274367   1.78623572]
90. 05ccrvp8aq	[-50.81934179 -12.35434433  -0.24374716]
91. 05eml9mod4	[-50.87039194  -1.35447306  -0.22871987]
92. 05kw6myma1	[-34.83307678 -11.27859388  -1.37604214]
93. 05o65qb0c3	[ 309.16699573   -7.68224914   -1.24790182]
94. 05ovtrz9d1	[ 13.1888954   -9.06062173   2.22545587]
95. 05pa0vpjhq	[-49.8713572    0.64882844   0.76562046]
96. 05svu37ejk	[-50.83326456  -9.35437944  -0.23964881]
97. 05tbglisyd	[ 23.19215945  -8.01543891   3.14322555]
98. 05wa0uxq7c	[-33.83124017  -6.27798203   1.62232485]
99. 05xp886mpi	[-49.82214611  -6.35374419   2.75598595]
100. 05z5trjk1e	[ 50.16124003   2.10739838   4.93120142]
101. 05zy2xrdy4	[-34.83491583  -7.28129524   0.62935063]
102. 063ncxsex2	[ 202.14872797    5.81316738    4.66514293]
103. 0678oryy95	[-28.89180084   6.74512674   1.59830407]
104. 06afpo0de6	[ 11.14721856  -0.07003142   2.25446304]
105. 06bokjixs2	[-42.85775457  -2.31857119   0.70302969]
106. 06bwh5oorr	[ 45.21343838 -10.91438311   3.95525805]
107. 06f4m5rq7j	[-47.84176408  -9.33909563  -1.26468114]
108. 06j1lfd966	[-50.9446467  14.6453397  -0.206862 ]
109. 06jaq92ufb	[-39.97391484  22.69509279   0.71211443]
110. 06nw6p1rx7	[-31.86289857  -1.26740891   0.61247916]
111. 06o3idddl4	[ 129.13442241    7.4748621     4.27790333]
112. 06r7plwtat	[-43.81686006  -9.32446873   1.70178709]
113. 06t5vzo7nb	[-50.04403414  30.65378647  -3.19325266]
114. 06te3rdrpk	[-41.789106   -15.31509415   1.67687827]
115. 06vyewr5ud	[ 265.09751186    2.11691974   -3.86646651]
116. 06zzom3a66	[-50.87503286  -0.35448476  -0.22735375]
117. 0719vvlwmc	[-48.87604386   1.65346892   0.75863051]
118. 071uc8p9dl	[-49.90384366   7.64874653   0.77518327]
119. 077hu6p9fw	[ 207.20883129   -7.16341959    4.60560311]
120. 07a3g1xtlw	[-50.85274777  -3.35577693   0.76851205]
121. 07ifh0e1ii	[ 20.07531078   9.97570301  -0.80697279]
122. 07jsdu6on8	[-42.97377764  22.68113625   0.73718261]
123. 07kivwznyr	[-49.99202119  26.64852418   0.80113949]
124. 07ksm7p22e	[-49.82122658  -8.35239351   1.75328956]
125. 07mq2l3bkt	[-36.85991131  -7.28661777  -2.35382971]
126. 07p5ccjpke	[-49.7840992  -16.35229989   1.74236063]
127. 07rw84uz9j	[-47.80275436 -12.34304234   1.73111297]
128. 07sdk7vesz	[-50.86111009  -3.35444965  -0.23145211]
129. 07tnpqqd50	[-17.83569332  -7.20220817   0.48729763]
130. 07uj7rw2h7	[-37.88215067  -4.28997779  -3.34133945]
131. 07uskni4co	[-49.81290754 -17.34697909  -2.25886211]
132. 07vdl2ksq3	[ 9.17423604 -4.08061624  3.26567484]
133. 07xzdv7v8n	[ 302.12458476   -5.70952871   -5.18653379]
134. 0806z7trwl	[ 62.19593626 -10.8326415    1.81327673]
135. 081hg88uyw	[-50.84438546  -3.3571042    1.7684762 ]
136. 0822dgbe5u	[-49.90384366   7.64874653   0.77518327]
137. 084576euim	[-50.86111009  -3.35444965  -0.23145211]
138. 08aftgs7ew	[ 149.1854774    -5.43061489    3.09305847]
139. 08b8p068wh	[ 257.14708883   -4.92287034   -1.80925254]
140. 08clif8gvx	[ -3.78804203 -12.14100096   3.36337468]
141. 08fi082ch6	[-49.79246152 -16.35097262   0.74239647]
142. 08gbnj0h13	[-49.97069891  16.65262303  -2.21241414]
143. 08gukftlc5	[ 195.2093801    -7.21924575    4.70587582]
144. 08kx4pqoih	[-50.96973365  14.64932153  -3.20675447]
145. 08omhc3ic4	[-37.87374507   4.70195325   2.67074052]
146. 08q6w8ct18	[-50.81378134 -15.35298195  -1.24780966]
147. 08qeqqp6li	[ 265.16432384  -15.88021507   -5.89098492]
148. 08tkjxpyc7	[-49.84723306  -6.34976237  -0.24390651]
149. 08u5ahw8gl	[-47.84916358  -2.34315936   1.74477414]
150. 08upsqg4uv	[-48.97446604  15.65861419  -3.22210047]
151. 08vbg0ebcq	[-50.85835151  -9.35039762  -3.23954127]
152. 08zn7yrfac	[-48.84171834  -9.34374781  -1.25632508]
153. 0900278qas	[-48.90021128  -0.34119858  -3.24395834]
154. 091tr8kfd2	[-48.86492295  -4.34380632  -1.24949449]
155. 09305vitud	[ 1.1429917  -8.10982323 -2.67272608]
156. 0940ozm46m	[ 307.07238641    7.31225279   -4.21059041]
157. 096h51u6zi	[-50.85090872  -7.35307557  -1.23688073]
158. 097z8n5xc8	[-49.86951814  -3.3484702   -1.23977232]
159. 0996tnqw4w	[-50.82862363 -10.35436774  -0.24101492]
160. 099n90vunc	[-39.94331072  10.69921504  -2.30417143]
161. 09cmwgn2qi	[  3.71525095e+01  -4.94636167e+00   3.04466041e-02]
162. 09dgwsr8s6	[-46.95227242  12.66662638  -2.24294678]
163. 09f893syzc	[-49.85743443  -2.35113645   0.76152211]
164. 09gxpft9ol	[-50.90843885   8.64408264   0.78490545]
165. 09h105tth5	[-49.83983355 -13.34569863  -3.2533618 ]
166. 09myx3kzfp	[-45.98388509  17.67254732  -3.24443641]
167. 09ovhrpl90	[ 243.01682047   16.01706249   -5.66343588]
168. 09sta2n33z	[-48.78414493 -16.34764771   1.73400457]
169. 09t83i1jcn	[-47.88537144   3.6580977    0.75300669]
170. 09u4hr90w8	[-49.96881657  21.64858269   0.79430891]
171. 09vmak1f1a	[-20.77706318 -16.21871394   2.49999906]
172. 09w4e5rugk	[ 12.20194437 -10.06658949   3.23240996]
173. 0a0yi5n9er	[-50.9557676   20.64261494   1.80126301]
174. 0a348m0yba	[-49.86951814  -3.3484702   -1.23977232]
175. 0a6oypwxv9	[-49.83979027  -4.35244032   1.75875403]
176. 0a6z3fc0bj	[-47.89373375   3.65942497  -0.24695747]
177. 0acxnwiuig	[-49.83795121  -8.34973896  -0.24663875]
178. 0aefglbf72	[-46.81672286  -9.33842527   1.72685527]
179. 0afi3upa61	[-49.88155857   4.64745436   1.77104908]
180. 0ahiqxwwio	[ 1.17271958 -9.11379335  0.32580027]
181. 0ajdbp5orf	[-46.94482964  14.66394843  -0.24028624]
182. 0am2y4zpus	[-48.96794278  19.65458555  -0.21674354]
183. 0anj4wslsx	[-50.85274777  -3.35577693   0.76851205]
184. 0ao1k7kj1t	[-33.90645774   2.72722174  -2.36523672]
185. 0aoa1guw1t	[-42.81506674 -13.31711519  -0.31196175]
186. 0ar0xi9ujt	[-21.85595641  -8.21682337  -2.48053672]
187. 0awc3ykd6e	[ 5.14096971 -4.09391586 -0.70075754]
188. 0awm11f7u1	[ 225.17924301    0.91889876    5.46608713]
189. 0awvleens1	[-50.87039194  -1.35447306  -0.22871987]
190. 0axhxz1wuv	[-50.87227427  -6.35043272  -3.23544292]
191. 0aym8i45if	[ 60.21087003 -15.84056008   0.82319411]
192. 0az9e13aep	[-48.84263787  -7.34509848  -0.25362869]
193. 0azezw1b7z	[-46.84364887  -5.3371448    0.73235558]
194. 0azthr8rfd	[ 263.12172747   -4.89097543   -4.85928136]
195. 0b0b7qtpjn	[ 24.1076143    2.99439364  -0.84995985]
196. 0b1m3rinns	[-50.85090872  -7.35307557  -1.23688073]
197. 0b1ptvklc8	[-50.82954316  -8.35571842   0.76168147]
198. 0b1twtz73a	[-50.95392854  16.6453163   -0.20412977]
199. 0b2095gcmh	[-49.81938752 -12.34969215  -0.25210322]
200. 0b3uvzfa44	[-50.82398271 -11.35435604  -0.24238104]
201. 0batyyvsfs	[-51.02542472  26.6491811   -3.19036106]
202. 0bd1rwlfr7	[ 16.15346987  -5.04405745   0.20592385]
203. 0bditojwfe	[-18.81244297 -12.20680184   0.4888231 ]
204. 0bi8b5q0f4	[-26.81207709 -12.24401928   0.55567158]
205. 0bijp49oaj	[-40.95254683  12.69453946  -2.29308314]
206. 0bmv37869s	[-50.82954316  -8.35571842   0.76168147]
207. 0bp6k127j9	[-30.9381186   16.73570535   1.62867735]
208. 0bv1o2sorj	[-45.80284583 -12.33373798   1.71440086]
209. 0bvvr8zx57	[-46.88449764   1.66410056  -0.25804576]
210. 0bwo43nwbt	[-49.00415063  25.65584261  -1.20851099]
211. 0by3t9a4v8	[ 178.22780175   -9.29963668    5.84516075]
212. 0bzjkyokmt	[ 77.03837841  21.238094     0.73168743]
213. 0c30n6n9x0	[ 36.13863242  -1.95104896   0.04290101]
214. 0c3mq97367	[-50.78405346 -16.35695207   1.75071669]
215. 0c703kb6fz	[ 11.10080934   9.92985156   2.2681242 ]
216. 0c7xxzqj9k	[-49.86207535  -1.35114815   0.76288822]
217. 0cb14bs193	[-50.82954316  -8.35571842   0.76168147]
218. 0cbodtnodk	[-37.81901681 -14.29251531  -1.35507231]
219. 0cbp0in9ew	[-42.8782006   -3.31457766  -2.29822889]
220. 0cdf1tkxzy	[-47.89465328   5.65807429   0.75573892]
221. 0cfvvstr65	[ -0.79282016 -11.12705613   3.33967262]
222. 0ch6i4isuo	[-49.83422982  -7.35107794   0.75469152]
223. 0ch6tgcdxd	[ 28.17428662  -5.99087414   2.10421333]
224. 0chd9fr9gn	[-50.86947241  -3.35312238  -1.23141626]
225. 0cjfnw7xn2	[-47.91045839   3.66207952  -2.24688577]
226. 0ck0bjus88	[-49.87415907  -2.3484819   -1.2384062 ]
227. 0ck0fdzw12	[  7.17800562 -12.08451789  -0.72839859]
228. 0co6s86hgb	[ 236.08399586    6.98062073   -2.61734605]
229. 0crbllays5	[ 108.18363111   -6.6200153     2.43432663]
230. 0cupa475k4	[-49.82030705 -10.35104283   0.75059317]
231. 0cvlzp25ke	[-49.83514935  -5.35242862   1.75738791]
232. 0cy56unpvk	[-50.79797623 -13.35698718   1.75481504]
233. 0d1984luov	[ 10.11477784   6.92523449   2.27238191]
234. 0d218f6kb7	[ 133.13704134   10.49078117    6.24850575]
235. 0d3acbea8x	[ 19.16541638  -4.03276717   2.1821501 ]
236. 0d5otcfqld	[-48.88624523   5.65209484   1.76405914]
237. 0d5vybwfbk	[-42.90604614   2.68535212  -2.29003219]
238. 0d6b1mhn8l	[-50.83326456  -9.35437944  -0.23964881]
239. 0d6ht43u0q	[-8.86951091  1.83822885  1.4243523 ]
240. 0de25mri9t	[-50.8731938   -4.3517834   -2.23274653]
241. 0dg5h6860z	[-48.82591324  -7.34775303   1.74629962]
242. 0diiozk5hx	[-36.87475361  -2.28800356  -1.34703497]
243. 0dikxapo7h	[-50.8536673   -1.35712761   1.77120844]
244. 0dj3kp79ao	[-50.8536673   -1.35712761   1.77120844]
245. 0dl4kd1e1v	[-50.83046269  -6.3570691    1.76437785]
246. 0dl6vmi4jx	[-46.89194043  -0.33322149  -2.2607063 ]
247. 0donfvguzg	[-17.81060637  -7.20619      3.48719009]
248. 0dr2c4os86	[-47.84824405  -4.34180869   0.74207775]
249. 0dudvax1ew	[ 25.19762843 -11.00477217   2.12245092]
250. 0dxmjvp0lq	[-49.86951814  -3.3484702   -1.23977232]
251. 0dzm3e7pix	[-49.80266289 -12.3523467    1.74782509]
252. 0e7ogk1gos	[-45.87526153  -0.33122386  -0.26913405]
253. 0e9370tkdz	[-50.81097947 -12.35567161   0.756217  ]
254. 0een3e1irq	[ 273.12963245   -4.84578091   -3.9428778 ]
255. 0egfgfln58	[-44.89479048   5.67203083   0.73067074]
256. 0ekarob8yx	[-45.83349323  -9.33111854  -0.2814291 ]
257. 0ersaea9fg	[ 43.13091277   5.07745256   2.99386388]
258. 0es5ojukfg	[-11.82388401  -6.17696135   2.4384557 ]
259. 0es86pgau1	[ 153.1323187    -8.40135287   -4.94417735]
260. 0et252bz38	[-50.92236161  11.64404754   0.7890038 ]
261. 0ev18cvshw	[ 115.10625435    6.41505238    0.39366542]
262. 0evzwsfwzw	[-49.89272276   1.65147129  -1.23294173]
263. 0ew4zsd3g8	[ 17.18126967 -11.03933506   0.18937109]
264. 0ezvrtvj56	[-49.82122658  -8.35239351   1.75328956]
265. 0f2kmfxlj0	[-34.91105293   3.72255786  -2.35551454]
266. 0f3q9q00qu	[-32.89258071  -0.26809097  -2.37769113]
267. 0f5ljbs9q9	[ 118.19801607  -11.57210771    1.3439713 ]
268. 0f5nkcnnmu	[-40.93770453   7.69592525  -3.29987788]
269. 0f69ebol95	[-49.88160185  -4.34580395  -3.24106674]
270. 0fa03k5hjz	[-48.86304062   0.65215335   1.75722855]
271. 0fj1fam5b8	[-30.84346109  -7.26135924  -0.40403776]
272. 0fk4gav3of	[-23.85306307  -5.22881739  -0.45979794]
273. 0flod0reww	[-34.8488386   -4.28133034   0.63344898]
274. 0ft9dcl4im	[-51.01145867  32.64247451   1.81765641]
275. 0fvgxe40ur	[ 16.18131541 -11.04398724   0.19772715]
276. 0fwpmwrbqq	[-45.92539215   8.66999809  -1.25680315]
277. 0fynrh9p5j	[-47.85568684  -6.33913073  -1.26058279]
278. 0fzv6btfv6	[ 298.1516937    -9.72941789   -4.15860986]
279. 0g0ue31ype	[ 43.14947646   1.07749937   2.98839941]
280. 0g29luut1p	[ 95.19538984  -3.68451057   5.54694621]
281. 0g5824drtz	[-49.92985014   9.65137767  -1.2220128 ]
282. 0g7ieoihsq	[-50.96785131  19.64528119  -0.20003142]
283. 0g7jw7t736	[-42.90232474   3.68401315  -1.28870192]
284. 0g9fd9vlra	[-50.96504945  22.64259154   1.80399524]
285. 0ga6e0f8o2	[-50.95948899  19.64395392   0.79993274]
286. 0gbnxc2cut	[-44.88366958  -0.32524441  -1.27745426]
287. 0gc8r5idj4	[-30.84994107  -2.2640723    1.60272114]
288. 0gck7wadcb	[-49.89920273   6.64875823   0.77381716]
289. 0gclg50yp4	[-50.85646917  -4.35443795  -0.23281822]
290. 0gilqbvzge	[-50.84346593  -5.35575352   0.76577982]
291. 0gls10dle8	[-49.90940411  10.64738415   1.77924578]
292. 0gltlihx1h	[ 172.21135152   -9.32489521    3.8953688 ]
293. 0gm2mbaeiz	[-50.90940165   1.64947366  -3.22451398]
294. 0gmj81s86k	[-50.82582177  -7.35705739   1.76301174]
295. 0gpc3mkbtz	[ 103.16621562   -4.64197233    1.478875  ]
296. 0gpgyr26kj	[-48.84911785  -2.34781154   1.7531302 ]
297. 0gqrqo5ujf	[-33.91665912   6.72584766  -1.3598081 ]
298. 0gtpdlq0e2	[-42.8633583   -8.31319188  -3.30502363]
299. 0gwnjqum9m	[-42.8633583   -8.31319188  -3.30502363]
300. 0gyxhfpm4o	[-49.90572599   2.65278686  -2.23153977]
301. 0gz2ojpnx4	[ 16.10333925   3.9571645   -0.78174526]
302. 0h215ef2b7	[-48.86400343  -6.34245564  -2.25219088]
303. 0h37ddhqlx	[-38.81800826  -7.30255851   2.66270318]
304. 0h5gee5ywk	[-49.95121569  10.65402052  -3.22057499]
305. 0haf9shuch	[-50.02822904  32.64978124  -0.19062796]
306. 0hc1c58f3h	[-21.78629929 -14.22338953   2.51108736]
307. 0hd0eohy12	[ 11.11841022  -1.06471062  -1.7467597 ]
308. 0hdag3o95q	[-46.9058632    2.6667434   -2.25660795]
309. 0he4zj6e3k	[-29.84630869 -10.25401741  -2.41642047]
310. 0hf2mjimt4	[-43.85770884  -2.32322337   0.71138575]
311. 0hf9t6fhk7	[ 43.15967784  -2.92112654   1.98297079]
312. 0hiz56zwb3	[-50.8769152   -5.35044443  -3.2340768 ]
313. 0hjgwawx6v	[-49.81102521 -12.35101943   0.74786094]
314. 0hjoc5q8nf	[-49.83050842  -6.35241692   1.75602179]
315. 0hkhnjzu20	[-50.8536673   -1.35712761   1.77120844]
316. 0hkq1qe0qy	[-44.90223327   3.67470879  -1.2719898 ]
317. 0hlvffb8nu	[-50.90940165   1.64947366  -3.22451398]
318. 0hn42ptj7k	[-49.81566613 -11.35103113   0.74922706]
319. 0hs43eb23m	[-50.85371058 -10.35038591  -3.24090739]
320. 0hw05n7do2	[-49.79802197 -13.352335     1.74645898]
321. 0hw551qn1f	[-49.82866937 -10.34971556  -0.24937098]
322. 0i1zrlukth	[-50.94372717  12.64669038  -1.20955839]
323. 0i4gd98n7g	[-50.92144209   9.64539822  -0.21369259]
324. 0i76s16ckg	[-50.88339518  -0.35315749  -1.22731791]
325. 0ic0cjlrgk	[-48.91133218   5.65607666  -1.23583333]
326. 0icc8vp2a2	[-50.00874582  26.65117873  -1.19878882]
327. 0ie89l76uw	[-50.84070734 -11.35170149  -2.24230935]
328. 0ieq59zthj	[-50.92516348   8.64673719  -1.21502286]
329. 0ijt6hocas	[ 144.21819253  -12.45379388    3.12527595]
330. 0im2o4x1do	[-45.98200275  22.66850699  -0.23771336]
331. 0inke54emy	[-50.899157     6.64410605   0.78217322]
332. 0ipp5hvkng	[ 22.17083963  -7.01744824   1.15301941]
333. 0iswb4ihcr	[-50.86019056  -5.35309897  -1.23414849]
334. 0itapyaoax	[-47.84732453  -6.34045801  -0.26061863]
335. 0iumt4h1qj	[-49.88624278  -3.34581565  -3.23970063]
336. 0iushn7gem	[-49.85371304  -1.35247543   1.76285238]
337. 0iv4663t11	[-47.80275436 -12.34304234   1.73111297]
338. 0ivp4a4wzq	[-50.89823747   4.64545673  -0.22052317]
339. 0iz8gejdqx	[-50.86019056  -5.35309897  -1.23414849]
340. 0iza3m1p67	[-51.05975023  37.64639783  -1.17540547]
341. 0j0feiai7y	[-47.83432129  -7.34177358   0.7379794 ]
342. 0j25hiibyg	[-49.90940411  10.64738415   1.77924578]
343. 0j3jw53lp2	[-50.90940165   1.64947366  -3.22451398]
344. 0j4edyipww	[ 140.19425133   -5.47381179    4.16822716]
345. 0j50q5mgq1	[-50.84162687  -9.35305217  -1.23961296]
346. 0j80pcla3s	[-50.89451608   5.64411775   0.7808071 ]
347. 0j93c0b70z	[-49.87879999  -1.3484936   -1.23704009]
348. 0j9gqnyvi4	[-50.91032118   3.64812298  -2.2218176 ]
349. 0jaufloevx	[-50.86575101  -2.35446136  -0.23008599]
350. 0jbvzvr5am	[-47.80739528 -11.34305404   1.73247909]
351. 0jc8gbolog	[-49.82122658  -8.35239351   1.75328956]
352. 0jef6yolao	[ 47.1140052    5.09871583   0.96051133]
353. 0jeidovz97	[-49.82494797  -9.35105453   0.75195929]
354. 0jemcbancn	[-43.87351394  -4.31921814  -2.29123895]
355. 0jenyj3cgx	[ 3.15222536 -1.10723715  2.31994539]
356. 0jergdu9jv	[-43.85770884  -2.32322337   0.71138575]
357. 0jfivldfl6	[-43.85122886  -7.32051031  -1.29537314]
358. 0jjq63e6h1	[-31.87962321  -1.26475436  -1.38744915]
359. 0jl6dtyzyu	[-49.95769567  15.65130746  -1.2138161 ]
360. 0jllvidbue	[-48.85472158  -8.34243223  -2.25492312]
361. 0jmxjmkq4v	[-50.86855288  -5.3517717   -2.23411265]
362. 0jpzdeh4x6	[-38.95259502  21.69710213   2.70232057]
363. 0jq7pe0cb9	[-37.91555665   4.70858962  -2.32908025]
364. 0jsupbitka	[-50.87875425  -1.35314578  -1.22868403]
365. 0ju9drp1w7	[-50.88711657  -1.35181851  -2.22864818]
366. 0juw7ijgso	[-49.82030705 -10.35104283   0.75059317]
367. 0jw5cmv10m	[-49.8602363   -5.34844679  -1.24250455]
368. 0k26r3mir0	[-37.85518138   0.70200006   2.66527606]
369. 0k7ii7ysrp	[-49.81102521 -12.35101943   0.74786094]
370. 0k84mpqsj5	[ 291.07683955    8.23647893   -3.07556319]
371. 0k9eckjoem	[-49.85375632 -10.34573373  -3.24926344]
372. 0kdaqq9er0	[-45.82605044  -7.33379649   1.72123144]
373. 0kfqx91tux	[ 9.11018265  7.92057061  2.28210409]
374. 0kg1e3txl2	[-44.91335417   9.67198402   0.73613521]
375. 0kj6w88xa2	[-49.00971108  28.65448023  -0.20444849]
376. 0kjr9gownx	[-49.86299488   0.64750117   1.76558461]
377. 0kkm3p9h6y	[-48.82035278 -10.34639065   0.74223711]
378. 0kko7lij5o	[-48.78786633 -17.34630874   0.7326743 ]
379. 0kkvqyjxpc	[ 28.21421586 -10.99347018   4.09731105]
380. 0kkyvdptwf	[-38.9944066   21.7037385   -2.29750021]
381. 0koif9zq8t	[-35.84695381  -8.28328117  -1.36358773]
382. 0kp5yqtp4u	[-49.89456181   5.64876993   0.77245104]
383. 0kp9jo2ffe	[-45.84557694 -10.32845229  -2.28272353]
384. 0ksg9klos1	[-46.84364887  -5.3371448    0.73235558]
385. 0ktd7mkrj3	[ 108.10657449    6.38248712    0.45215784]
386. 0kx56ctxbc	[ 247.19307915   -3.97736749    4.27545909]
387. 0kzdud7zb7	[-47.91974023   5.66205611  -2.24415354]
388. 0l0c7j3r0h	[ 129.07220808   15.47875031    1.2889398 ]
389. 0l1gvzm6hl	[-48.99950971  24.65585432  -1.20987711]
390. 0l461nxs9e	[-39.84029089 -13.29917683  -3.33692239]
391. 0l5qnc5cr8	[-50.92424395   6.64808787  -2.21771925]
392. 0l8mzrkwlj	[-50.88619704  -3.35046783  -3.23134457]
393. 0lbbskvlel	[-37.91367431   9.70454928   0.6776428 ]
394. 0lbc1mjaoy	[ 234.17602953   -2.03654196    3.38685594]
395. 0le0tm9bvl	[-50.83046269  -6.3570691    1.76437785]
396. 0leak62ex0	[ 156.13682242   -9.38738463   -4.97061164]
397. 0lf275erja	[-46.97543376  26.65982617   2.77599962]
398. 0lfm9i603g	[-50.89547889  -1.35049124  -3.22861233]
399. 0lg8sgeehh	[-45.84925505  -2.333855     1.72806202]
400. 0lgtlwhe1m	[-49.86395769  -6.34710782  -2.24383482]
401. 0lhaavtfk8	[-50.01802767  28.65115533  -1.19605658]
402. 0ligxfzckb	[-50.89547889  -1.35049124  -3.22861233]
